"call","grant_type","domain","area","sub_area","reference","title","main_researcher","institution","requested_funds","awarded_funds","feder_funding"
"Concurso 2012","ICDT 2012","Ciências Exatas e da Engenharia","Engenharia Eletrotécnica e Engenharia Informática","Engenharia Eletrotécnica e Engenharia Informática - Sistemas Inteligentes, Interação e Multimédia","PTDC/EEI-SII/2094/2012","ABLe: Aprendizagem baseada em conhecimento para aplicação na área médica","Inês de Castro Dutra","Instituto de Engenharia de Sistemas e Computadores do Porto (INESC Porto/FE/UP)",88560,88560,75276
"Concurso 2012","ICDT 2012","Ciências Exatas e da Engenharia","Engenharia Eletrotécnica e Engenharia Informática","Engenharia Eletrotécnica e Engenharia Informática - Sistemas Inteligentes, Interação e Multimédia","PTDC/EEI-SII/2312/2012","Aprendizagem em Sequências","Ana Luisa Nobre Fred","Instituto de Telecomunicações (IT)",196570,196570,0
"Concurso 2012","ICDT 2012","Ciências Exatas e da Engenharia","Engenharia Eletrotécnica e Engenharia Informática","Engenharia Eletrotécnica e Engenharia Informática - Sistemas Inteligentes, Interação e Multimédia","PTDC/EEI-SII/3154/2012","Simulacros Digitais: Modelando a 3a Dimensão","Joaquim Armando Pires Jorge","Instituto de Engenharia de Sistemas e Computadores, Investigação e Desenvolvimento em Lisboa (INESC ID/INESC/IST/UTL)",137036,137036,0
"Concurso 2012","ICDT 2012","Ciências Exatas e da Engenharia","Engenharia Eletrotécnica e Engenharia Informática","Engenharia Eletrotécnica e Engenharia Informática - Telecomunicações","PTDC/EEI-TEL/0805/2012","Antenas Milimétricas para a Próxima Geração de Satélites para Serviços de Comunicações de Massa","Jorge Manuel Lopes Leal Rodrigues da Costa","Instituto de Telecomunicações (IT)",104704,104704,0
"Concurso 2012","ICDT 2012","Ciências Exatas e da Engenharia","Engenharia Eletrotécnica e Engenharia Informática","Engenharia Eletrotécnica e Engenharia Informática - Telecomunicações","PTDC/EEI-TEL/1417/2012","Estratégias de Coordenação Multi-ponto para os Futuros Sistemas sem Fios","Adão Paulo Soares Silva","Instituto de Telecomunicações (IT)",120000,120000,0
"Concurso 2012","ICDT 2012","Ciências Exatas e da Engenharia","Engenharia Eletrotécnica e Engenharia Informática","Engenharia Eletrotécnica e Engenharia Informática - Telecomunicações","PTDC/EEI-TEL/2016/2012","MODelação COMPortamental em Redes Sociais","Eduardo Oliveira Estanqueiro Rocha","Instituto de Telecomunicações (IT)",76876,76876,0
"Concurso 2012","ICDT 2012","Ciências Exatas e da Engenharia","Engenharia Eletrotécnica e Engenharia Informática","Engenharia Eletrotécnica e Engenharia Informática - Telecomunicações","PTDC/EEI-TEL/2573/2012","Redes Metropolitanas Baseadas em Sinais Multi-Banda de Multiplexagem por Divisão Ortogonal na Frequência","Adolfo da Visitação Tregeira Cartaxo","Instituto de Telecomunicações (IT)",142767,142767,0
"Concurso 2012","ICDT 2012","Ciências Exatas e da Engenharia","Engenharia Eletrotécnica e Engenharia Informática","Engenharia Eletrotécnica e Engenharia Informática - Telecomunicações","PTDC/EEI-TEL/2764/2012","Electrónica e Óptica Transformacional","Mário Gonçalo Mestre Verissimo Silveirinha","Instituto de Telecomunicações (IT)",98631,85631,0
"Concurso 2012","ICDT 2012","Ciências Exatas e da Engenharia","Engenharia Eletrotécnica e Engenharia Informática","Engenharia Eletrotécnica e Engenharia Informática - Telecomunicações","PTDC/EEI-TEL/2881/2012","Construção 3D de Microdispositivos RF Utilizando Tecnologia de Auto-Fabrico","Paulo Mateus Mendes","Universidade do Minho (UM)",170544,170544,144962.4
"Concurso 2012","ICDT 2012","Ciências Exatas e da Engenharia","Engenharia Eletrotécnica e Engenharia Informática","Engenharia Eletrotécnica e Engenharia Informática - Telecomunicações","PTDC/EEI-TEL/2990/2012","Desenho Avançado dos Níveis PHY/MAC para Redes Sem Fios Não Infra-estruturadas","Nuno Manuel Branco Souto","Instituto de Telecomunicações (IT)",150642,150642,0
"Concurso 2012","ICDT 2012","Ciências Exatas e da Engenharia","Engenharia Eletrotécnica e Engenharia Informática","Engenharia Eletrotécnica e Engenharia Informática - Telecomunicações","PTDC/EEI-TEL/3006/2012","CodeStream - Codificação em Rede para Distribuição de Conteúdos em Tempo Real","Luis Miguel Pinho de Almeida","Instituto de Telecomunicações (IT)",145284,145284,0
"Concurso 2012","ICDT 2012","Ciências Exatas e da Engenharia","Engenharia Eletrotécnica e Engenharia Informática","Engenharia Eletrotécnica e Engenharia Informática - Telecomunicações","PTDC/EEI-TEL/3283/2012","Equalização Digital das Distorções Não-Lineares em Sistemas de Transmissão Ópticos Coerentes de Alto Débito","Armando Humberto Moreira Nolasco Pinto","Instituto de Telecomunicações (IT)",104006,104006,0
"Concurso 2012","ICDT 2012","Ciências Exatas e da Engenharia","Engenharia Eletrotécnica e Engenharia Informática","Engenharia Eletrotécnica e Engenharia Informática - Telecomunicações","PTDC/EEI-TEL/3303/2012","ORENE-Otimização da Rede de Núcleo Elástica","José Rodrigues Ferreira da Rocha","Instituto de Telecomunicações (IT)",156723,156723,0
"Concurso 2012","ICDT 2012","Ciências Exatas e da Engenharia","Engenharia Mecânica e Sistemas de Engenharia","Engenharia Mecânica e Sistemas de Engenharia - Energia e Ambiente","PTDC/EMS-ENE/1028/2012","Desenvolvimento de métodos multi-escala para cálculo da transferência de calor por radiação.","Maxime Pierre Laurent Roger","Instituto de Engenharia Mecânica (IDMEC)",39296,39296,0
"Concurso 2012","ICDT 2012","Ciências Exatas e da Engenharia","Engenharia Mecânica e Sistemas de Engenharia","Engenharia Mecânica e Sistemas de Engenharia - Energia e Ambiente","PTDC/EMS-ENE/1073/2012","Estudo Experimental e Numérico do Comportamento de Navios em Ondas","Sérgio Bruno Nogueira Ribeiro e Silva","Associação do Instituto Superior Técnico para a Investigação e o Desenvolvimento (IST-ID)",199980,199980,0
"Concurso 2012","ICDT 2012","Ciências Exatas e da Engenharia","Engenharia Mecânica e Sistemas de Engenharia","Engenharia Mecânica e Sistemas de Engenharia - Energia e Ambiente","PTDC/EMS-ENE/1839/2012","Mobilidade Sustentável: Perspetivas para o futuro da produção de biocombustíveis","Cristina Sofia Torres de Matos","Laboratório Nacional de Energia e Geologia, I.P. (LNEG)",174407,174407,148245.95
"Concurso 2012","ICDT 2012","Ciências Exatas e da Engenharia","Engenharia Mecânica e Sistemas de Engenharia","Engenharia Mecânica e Sistemas de Engenharia - Energia e Ambiente","PTDC/EMS-ENE/2197/2012","MEMO - Evolução do metabolismo da Área Metropolitana de Lisboa. Lições para um futuro urbano sustentável.","Samuel Pedro de Oliveira Niza","Associação do Instituto Superior Técnico para a Investigação e o Desenvolvimento (IST-ID)",105101,105101,0
"Concurso 2012","ICDT 2012","Ciências Exatas e da Engenharia","Engenharia Mecânica e Sistemas de Engenharia","Engenharia Mecânica e Sistemas de Engenharia - Projeto Mecânico","PTDC/EMS-PRO/1065/2012","Gestão térmica de fonte fria sem fluidos criogénicos","Maria Isabel Simões Catarino","Fundação da Faculdade de Ciências e Tecnologia (FFCT/FCT/UNL)",105840,105840,0
"Concurso 2012","ICDT 2012","Ciências Exatas e da Engenharia","Engenharia Mecânica e Sistemas de Engenharia","Engenharia Mecânica e Sistemas de Engenharia - Projeto Mecânico","PTDC/EMS-PRO/2044/2012","Modelos avançados com formulações mistas e métodos sem malha para análise de placas laminadas","António Joaquim Mendes Ferreira","Instituto de Engenharia Mecânica e Gestão Industrial (INEGI/UP)",64658,64658,54959.3
"Concurso 2012","ICDT 2012","Ciências Exatas e da Engenharia","Engenharia Mecânica e Sistemas de Engenharia","Engenharia Mecânica e Sistemas de Engenharia - Projeto Mecânico","PTDC/EMS-PRO/3148/2012","Análise da tolerância de dano em ligas leves aeronáuticas","Luis Filipe Pires Borrego","Universidade de Coimbra (UC)",59716,59716,50758.6
"Concurso 2012","ICDT 2012","Ciências Exatas e da Engenharia","Engenharia Mecânica e Sistemas de Engenharia","Engenharia Mecânica e Sistemas de Engenharia - Sistemas de Automação e Robótica","PTDC/EMS-CRO/2042/2012","Optimização Distribuída e Controlo de Sistemas de Distribuição de Água de Larga Escala","Miguel Afonso Dias Ayala Botto","Instituto de Engenharia Mecânica (IDMEC)",190892,190892,0
"Concurso 2012","ICDT 2012","Ciências Exatas e da Engenharia","Engenharia Mecânica e Sistemas de Engenharia","Engenharia Mecânica e Sistemas de Engenharia - Sistemas de Engenharia","PTDC/EMS-SIS/3220/2012","Sistema de apoio à decisão para prevenção de readmissões em unidades de cuidados intensivos","João Miguel Costa Sousa","Instituto de Engenharia Mecânica (IDMEC)",102750,102750,0
"Concurso 2012","ICDT 2012","Ciências Exatas e da Engenharia","Engenharia Mecânica e Sistemas de Engenharia","Engenharia Mecânica e Sistemas de Engenharia - Sistemas de Engenharia","PTDC/EMS-SIS/3255/2012","Melhoria do Desempenho Acústico da Guitarra Portuguesa","Octávio José Patrício Fernandes Inácio","Instituto Politécnico do Porto (IPP)",91562,91562,50966
"Concurso 2012","ICDT 2012","Ciências Exatas e da Engenharia","Engenharia Mecânica e Sistemas de Engenharia","Engenharia Mecânica e Sistemas de Engenharia - Tecnologia Mecânica","PTDC/EMS-TEC/0777/2012","Modelacao e Controlo de Retorno Elastico durante operacoes de torção de Acos Avancados de Alta Resistencia","Juan Liao","Universidade de Aveiro (UA)",141470,141470,120249.5
"Concurso 2012","ICDT 2012","Ciências Exatas e da Engenharia","Engenharia Mecânica e Sistemas de Engenharia","Engenharia Mecânica e Sistemas de Engenharia - Tecnologia Mecânica","PTDC/EMS-TEC/0899/2012","Desenvolvimento de Formulações Isogeométricas para a Simulação Numérica de Processos de Conformação Plástica","Robertt Angelo Fontes Valente","Universidade de Aveiro (UA)",152264,152264,129424.4
"Concurso 2012","ICDT 2012","Ciências Exatas e da Engenharia","Engenharia Mecânica e Sistemas de Engenharia","Engenharia Mecânica e Sistemas de Engenharia - Tecnologia Mecânica","PTDC/EMS-TEC/1805/2012","Análise experimental e numérica na optimização do processo de estampagem a quente de ligas leves","Luis Filipe Martins Menezes","Universidade de Coimbra (UC)",190101,190101,161585.85
"Concurso 2012","ICDT 2012","Ciências Exatas e da Engenharia","Engenharia Mecânica e Sistemas de Engenharia","Engenharia Mecânica e Sistemas de Engenharia - Tecnologia Mecânica","PTDC/EMS-TEC/2404/2012","Comportamento mecânico e microestrutural de aços avançados com elevada resistência em trajetórias de deformação simples e complexas","Augusto Luís Barros Lopes","Universidade de Aveiro (UA)",165350,165350,140547.5
"Concurso 2012","ICDT 2012","Ciências Exatas e da Engenharia","Física","Física - Astronomia e Astrofísica","PTDC/FIS-AST/2194/2012","Em busca de galáxias longínquas na época da reionização com o ALMA","José Manuel Lourenço Coutinho Afonso","Fundação da Faculdade de Ciências (FFC/FC/UL)",109022,109022,0
"Concurso 2012","ICDT 2012","Ciências Exatas e da Engenharia","Física","Física - Astronomia e Astrofísica","PTDC/FIS-AST/3214/2012","Uma investigação da história de formação de galáxias através de uma nova abordagem de síntese espectral auto-consistente","Polychronis Papaderos","Centro de Astrofísica (CAUP/UP)",82207,82207,69875.95
"Concurso 2012","ICDT 2012","Ciências Exatas e da Engenharia","Física","Física - Física Atómica e Molecular","PTDC/FIS-ATO/1832/2012","Transferencia de electrao em constituintes biologicos: colisoes atomo-molecula","Paulo Manuel Assis Loureiro Limão-Vieira","Fundação da Faculdade de Ciências e Tecnologia (FFCT/FCT/UNL)",145162,145162,0
"Concurso 2012","ICDT 2012","Ciências Exatas e da Engenharia","Física","Física - Física da Matéria Condensada e Nanotecnologia","PTDC/FIS-NAN/0533/2012","Acoplamento spin-fonão e a indução magnética de fases ferroeléctricas","Joaquim Agostinho Gomes Moreira","Faculdade de Ciências da Universidade do Porto (FCUP/UP)",199440,199440,148512
"Concurso 2012","ICDT 2012","Ciências Exatas e da Engenharia","Física","Física - Física da Matéria Condensada e Nanotecnologia","PTDC/FIS-NAN/0973/2012","Sintonização do hiato energético de poços quânticos baseados em semicondutores III-N para díodos emissores de luz verde eficientes","Katharina Lorenz","Associação do Instituto Superior Técnico para a Investigação e o Desenvolvimento (IST-ID)",178165,178165,0
"Concurso 2012","ICDT 2012","Ciências Exatas e da Engenharia","Física","Física - Física dos Plasmas e Fusão Nuclear","PTDC/FIS-PLA/2135/2012","Aumento da eficiência energética na conversão de metano por plasmas","Nuno Rombert Pinhão","Associação do Instituto Superior Técnico para a Investigação e o Desenvolvimento (IST-ID)",102716,102716,0
"Concurso 2012","ICDT 2012","Ciências Exatas e da Engenharia","Física","Física - Física dos Plasmas e Fusão Nuclear","PTDC/FIS-PLA/2708/2012","Modelização, compreensão e controlo de fenómenos de auto-organização na interação plasma-elétrodos em descargas de gás: de primeiros princípios às aplicações","Mikhail Benilov","Universidade da Madeira (UMA)",100906,100906,0
"Concurso 2012","ICDT 2012","Ciências Exatas e da Engenharia","Física","Física - Física Nuclear, Partículas Elementares e Altas Energias","PTDC/FIS-NUC/0548/2012","Fisica de Neutrinos","Maria Margarida Nesbitt Rebelo da Silva","Associação do Instituto Superior Técnico para a Investigação e o Desenvolvimento (IST-ID)",157188,157188,0
"Concurso 2012","ICDT 2012","Ciências Exatas e da Engenharia","Física","Física - Física Nuclear, Partículas Elementares e Altas Energias","PTDC/FIS-NUC/0843/2012","Participação na colaboração internacional CREMA para medir o desvio de Lamb no hélio muónico","Luís Manuel Panchorrinha Fernandes","Associação para o Desenvolvimento do Departamento de Física da Universidade de Coimbra (ADDFUC/FCT/UC)",194880,194880,165648
"Concurso 2012","ICDT 2012","Ciências Exatas e da Engenharia","Física","Física - Ótica e Fotónica","PTDC/FIS-OPT/1918/2012","Modos guiados em estruturas com simetria paridade-tempo","Zezyulin Dmitriy","Fundação da Faculdade de Ciências (FFC/FC/UL)",82290,82290,0
"Concurso 2012","ICDT 2012","Ciências Exatas e da Engenharia","Matemática","Matemática - Análise Numérica, Otimização  e Modelação Matemática","PTDC/MAT-NAN/0593/2012","Processamento de imagens e problemas inversos : aplicações em imagens médicas, imagens de observação terrestre, e em biomatemática.","Isabel Maria Narra de Figueiredo","Universidade de Coimbra (UC)",195530,113830,96755.5
"Concurso 2012","ICDT 2012","Ciências Exatas e da Engenharia","Matemática","Matemática - Cálculo de Variações, Equações Diferenciais e Sistemas Dinâmicos","PTDC/MAT-CAL/0749/2012","Desenvolvimentos em edps não-lineares: das equações degeneradas ao controlo estocástico e aos jogos de campo médio","José Miguel Dordio Martinho de Almeida Urbano","Universidade de Coimbra (UC)",200000,104000,47600
"Concurso 2012","ICDT 2012","Ciências Exatas e da Engenharia","Matemática","Matemática - Estatística, Processos Estocásticos e Análise Estocástica","PTDC/MAT-STA/0568/2012","Métodos robustos em estatística genética","Vanda Marisa da Rosa Milheiro Lourenço","Fundação da Faculdade de Ciências e Tecnologia (FFCT/FCT/UNL)",73623,40000,0
"Concurso 2012","ICDT 2012","Ciências Exatas e da Engenharia","Matemática","Matemática - Estatística, Processos Estocásticos e Análise Estocástica","PTDC/MAT-STA/1284/2012","Propriedades de ""scaling"" de polímeros modelados por trajetórias de movimentos brownianos fracionários","Maria João Chaves Marques da Cunha Oliveira","Fundação da Faculdade de Ciências (FFC/FC/UL)",98232,48000,0
